003.000.000.000|003.255.255.255|美国
004.000.000.000|004.255.255.255|加拿大
004.048.092.000|004.048.092.255|坎布里奇
012.074.000.000|012.074.255.255|美国
018.000.000.000|018.255.255.255|美国
024.000.000.000|024.141.255.255|加拿大
024.179.140.000|024.179.150.255|台湾
041.039.198.000|041.039.198.255|德国
047.000.000.000|047.255.255.255|加拿大
048.000.000.000|050.255.255.255|美国
051.000.000.000|051.255.255.255|英国
052.000.000.000|052.255.255.255|美国
053.000.000.000|053.255.255.255|德国
054.000.000.000|056.255.255.255|美国
057.000.000.000|057.255.255.255|法国
062.000.000.000|062.255.255.255|欧洲
065.004.255.078|065.004.255.078|爱在荼蘼季节
063.000.000.000|066.027.255.255|美国
127.000.000.000|127.255.255.255|本地机器
128.210.000.000|128.211.255.255|印度
129.069.000.000|129.070.255.255|德国
130.034.195.000|130.034.195.255|日本
130.088.001.000|130.088.255.255|英国
130.153.000.000|130.153.255.255|日本
130.039.000.000|131.230.255.255|美国
131.246.000.000|131.246.255.255|德国
132.246.027.000|132.246.027.255|北京
133.223.000.000|139.223.255.255|台湾
137.132.000.000|137.132.255.255|新加坡
137.189.000.000|137.189.255.255|香港
137.226.000.000|137.226.255.255|德国
138.077.000.000|139.132.255.255|澳大利亚
139.165.000.000|139.165.255.255|比利时
139.175.000.000|139.175.255.255|台湾
140.092.000.000|140.138.255.255|台湾
141.030.117.000|141.030.117.255|武汉
141.044.000.000|141.044.255.255|德国
142.000.000.000|142.255.255.255|加拿大
143.089.000.000|143.089.255.255|香港
144.092.000.000|144.092.255.255|美国
144.214.000.000|144.214.255.255|香港
147.008.000.000|147.008.255.255|香港
148.246.049.000|148.246.049.255|墨西哥
149.099.133.000|149.099.133.255|加拿大
150.204.000.000|150.204.255.255|英国
152.174.114.000|152.174.114.255|加拿大
151.000.000.000|152.255.255.255|美国
154.005.000.000|154.020.070.255|加拿大
155.069.000.000|155.069.255.255|新加坡
158.132.000.000|158.182.255.255|香港
159.226.000.000|159.226.255.255|中国
161.053.000.000|161.053.255.255|南斯拉夫
161.058.000.000|161.058.255.255|美国
161.064.000.000|161.064.255.255|香港
161.142.000.000|161.142.255.255|马来西亚
161.207.000.000|161.207.255.255|中国
162.042.000.000|162.042.255.255|美国
162.105.000.000|162.105.255.255|教育网北京
163.025.000.000|163.032.255.255|台湾
165.021.000.000|165.021.255.255|新加坡
165.076.000.000|165.076.255.255|日本
165.194.000.000|165.246.255.255|韩国
166.111.000.000|166.111.255.255|教育网北京
167.216.000.000|167.216.255.255|香港
168.070.000.000|168.070.255.255|香港
168.095.010.000|168.095.199.255|台湾
168.122.000.000|168.122.255.255|美国
168.160.000.000|168.160.255.255|中国
168.160.121.000|168.160.122.255|辽宁
168.160.152.000|168.160.152.255|山东
168.160.224.000|168.160.233.255|北京
171.208.000.000|171.220.255.255|美国
172.016.000.000|172.031.255.255|广东
172.145.000.000|172.156.255.255|美国
172.161.213.000|172.161.213.255|加拿大
172.172.000.000|172.186.255.255|美国
172.188.000.000|172.188.255.255|英国
192.036.140.000|192.036.140.255|瑞典
192.035.244.000|192.036.244.255|奥地利
192.114.000.000|192.118.255.255|以色列
192.168.000.000|192.168.000.255|内部网
192.188.170.000|192.188.170.255|中国
192.188.171.000|192.188.171.255|台湾
192.188.172.000|192.188.172.255|泰国
192.188.173.000|192.188.173.255|波多黎各
192.188.174.000|192.188.174.255|菲律宾
192.188.175.000|192.188.175.255|印度尼西亚
192.203.041.000|192.203.041.255|新加坡
192.203.232.000|192.245.208.255|香港
193.166.000.000|193.166.255.255|芬兰
193.010.176.000|193.010.176.225|江苏
193.193.193.000|193.193.199.255|乌克兰
193.194.160.000|193.194.191.255|加纳
193.000.000.000|195.255.255.000|欧洲
194.117.103.000|194.117.103.255|台湾
195.082.192.000|195.082.223.255|丹麦
195.112.176.000|195.112.176.003|台湾
195.146.128.000|195.146.143.255|斯洛伐克
195.153.000.000|195.153.255.255|英国
195.163.072.000|195.163.079.255|瑞典
195.242.064.000|195.242.079.255|法国|巴黎
196.000.000.000|196.255.255.255|南非/加勒比海
197.000.000.000|198.255.255.255|美国
198.112.169.000|198.112.169.255|香港
199.105.088.000|199.105.088.255|加拿大
199.107.119.000|199.107.119.255|台湾
199.000.000.000|199.255.255.255|美国
200.187.196.000|200.187.198.255|美国
200.000.000.000|200.255.255.255|巴西
201.000.000.000|201.255.255.255|美国
203.000.000.000|203.063.255.255|澳大利亚
203.064.000.000|203.075.255.255|台湾
203.076.000.000|203.076.255.255|澳大利亚
203.077.000.000|203.077.127.255|台湾
203.077.224.000|203.077.255.255|印度尼西亚
203.078.000.000|203.078.031.255|台湾
203.078.224.000|203.078.255.255|菲律宾
203.079.000.000|203.079.255.255|台湾
203.080.000.000|203.086.255.255|香港
203.087.000.000|203.087.063.255|澳大利亚
203.087.224.000|203.088.063.255|中国
203.088.064.000|203.088.255.255|澳大利亚
203.089.000.000|203.089.063.255|中国
203.089.224.000|203.089.255.255|澳大利亚
203.090.000.000|203.090.003.255|北京
203.090.000.000|203.090.063.255|中国
203.090.224.000|203.090.255.255|香港
203.091.000.000|203.091.063.255|中国
203.091.064.000|203.091.255.255|澳大利亚
203.092.000.000|203.092.063.255|中国
203.092.224.000|203.092.255.255|澳大利亚
203.093.004.000|203.093.004.255|安徽
203.093.005.000|203.093.006.255|湖北
203.093.009.000|203.093.009.255|北京
203.093.010.000|203.093.012.255|北京
203.093.018.111|203.093.018.248|北京
203.093.032.000|203.093.032.255|北京
203.093.041.000|203.093.041.255|陕西
203.093.048.000|203.093.049.255|广东
203.093.056.111|203.093.056.230|上海
203.093.058.111|203.093.058.206|广东
203.093.063.000|203.093.063.255|北京
203.093.066.000|203.093.085.255|北京
203.093.080.000|203.093.080.255|山东
203.093.086.000|203.093.086.255|四川
203.093.087.000|203.093.127.255|北京
203.093.094.213|203.093.094.254|山东
203.093.110.000|203.093.110.255|辽宁
203.093.111.031|203.093.111.062|吉林
203.093.111.095|203.093.111.126|辽宁
203.093.111.159|203.093.111.190|重庆
203.093.112.030|203.093.112.125|湖北
203.093.120.255|203.093.122.255|天津
203.093.134.000|203.093.135.255|江苏
203.093.144.192|203.093.144.255|吉林
203.093.153.000|203.093.153.255|辽宁
203.093.181.000|203.093.181.255|吉林
203.093.185.000|203.093.185.255|乌鲁木齐
203.093.188.000|203.093.188.255|山东
203.093.189.000|203.093.189.255|湖北
203.093.195.000|203.093.195.255|辽宁
203.093.197.000|203.093.197.255|广东
203.093.203.000|203.093.203.255|上海
203.093.204.000|203.093.204.255|辽宁
203.093.210.000|203.093.210.255|广东
203.093.221.000|203.093.221.255|重庆
203.093.240.000|203.093.240.255|浙江
203.093.241.000|203.093.241.255|福建
203.093.242.000|203.093.242.255|浙江
203.093.243.000|203.093.243.255|江苏
203.093.245.000|203.093.247.255|福建
203.093.000.000|203.093.255.255|中国
203.094.000.000|203.094.063.255|中国
203.094.224.000|203.094.255.255|印度
203.095.000.000|203.095.063.255|中国
203.095.128.000|203.095.255.255|台湾
203.096.000.000|203.098.063.255|新西兰
203.098.224.000|203.098.255.255|瑙鲁
203.099.000.000|203.099.071.255|新西兰
203.099.255.000|203.099.255.255|西萨摩亚
203.100.000.000|203.104.255.255|澳大利亚
203.105.000.000|203.105.063.255|香港
203.106.000.000|203.106.063.255|马来西亚
203.107.000.000|203.107.063.255|台湾
203.108.000.000|203.108.255.255|澳大利亚
203.109.000.000|203.109.031.255|印度尼西亚
203.109.192.000|203.110.031.255|新西兰
203.110.128.000|203.111.255.255|澳大利亚
203.112.000.000|203.112.031.255|新加坡
203.112.128.000|203.112.159.255|印度
203.115.000.000|203.115.063.255|斯里兰卡
203.116.000.000|203.127.255.255|新加坡
203.128.000.000|203.129.063.255|巴基斯坦
203.129.224.000|203.129.255.255|印度
203.130.000.000|203.130.063.255|巴基斯坦
203.130.192.000|203.130.255.255|印度尼西亚
203.131.000.000|203.131.063.255|澳大利亚
203.131.224.000|203.131.255.255|香港
203.132.000.000|203.132.255.255|澳大利亚
203.133.000.000|203.133.063.255|台湾
203.133.192.000|203.133.255.255|巴基斯坦
203.134.000.000|203.134.063.255|澳大利亚
203.134.192.000|203.135.063.255|巴基斯坦
203.135.224.000|203.135.255.255|台湾
203.136.000.000|203.141.255.255|日本
203.142.000.000|203.142.031.255|斯里兰卡
203.142.224.000|203.142.255.255|澳大利亚
203.143.000.000|203.143.031.255|斯里兰卡
203.143.224.000|203.144.031.255|澳大利亚
203.144.192.000|203.145.063.255|泰国
203.145.224.000|203.145.255.255|APNIC
203.146.000.000|203.147.063.255|泰国
203.147.192.000|203.147.255.255|澳大利亚
203.148.160.000|203.152.063.255|泰国
203.152.224.000|203.152.255.255|澳大利亚
203.153.000.000|203.153.255.255|印度尼西亚
203.154.000.000|203.159.255.255|泰国
203.160.000.000|203.160.223.255|越南
203.160.224.000|203.160.255.255|台湾
203.161.000.000|203.162.255.255|越南
203.163.000.000|203.163.063.255|APNIC
203.166.000.000|203.166.255.255|澳大利亚
203.167.000.000|203.167.031.255|菲律宾
203.167.192.000|203.167.255.255|新西兰
203.168.000.000|203.177.255.255|菲律宾
203.178.000.000|203.183.255.255|日本
203.184.000.000|203.184.031.255|中国
203.184.192.000|203.185.063.255|香港
203.185.064.000|203.185.159.255|泰国
203.186.000.000|203.186.095.255|香港
203.188.128.000|203.191.255.255|孟加拉
203.196.000.000|203.196.003.255|北京
203.192.000.000|203.196.255.255|中国
203.197.000.000|203.197.255.255|印度
203.198.000.000|203.198.031.255|香港
203.207.064.000|203.207.079.255|中国
203.207.121.000|203.207.121.255|辽宁
203.207.135.000|203.207.135.255|天津
203.207.144.000|203.207.144.255|上海
203.207.150.000|203.207.153.255|山东
203.207.170.000|203.207.170.255|湖北
203.207.171.000|203.207.173.255|广东
203.207.176.000|203.207.176.255|海南
203.207.178.000|203.207.179.255|广东
203.207.180.000|203.207.180.255|四川
203.207.189.000|203.207.189.255|四川
203.207.190.000|203.207.190.255|重庆
203.207.195.000|203.207.195.255|北京
203.207.228.000|203.207.228.255|北京
203.208.001.000|203.208.0O2.255|广东
203.208.003.000|203.208.0O3.255|重庆
203.208.004.000|203.208.005.255|广东
203.208.006.000|203.208.006.255|北京
203.208.007.000|203.208.007.255|湖北
203.208.008.000|203.208.018.255|广东
203.204.000.000|203.208.255.255|中国
203.216.000.000|203.216.255.255|日本
203.223.000.000|203.223.255.255|中国
203.244.000.000|203.255.255.255|韩国
203.254.234.000|203.254.234.255|广东
205.183.212.000|205.183.212.255|北京
205.252.144.000|205.252.144.255|香港
206.220.224.000|206.220.227.255|香港
207.176.113.000|207.176.113.255|香港
208.139.098.000|208.139.098.255|香港
208.151.079.000|208.151.079.255|香港
209.148.228.000|209.148.228.255|加拿大
204.000.000.000|209.255.255.255|美国
211.008.000.000|211.019.255.255|日本|
211.020.000.000|211.020.255.255|台湾
211.021.030.000|211.021.030.255|台湾|
211.021.237.000|211.022.209.255|台湾
211.022.000.000|211.022.255.255|台湾
211.022.241.000|211.022.241.255|台湾
211.023.087.000|211.023.203.255|台湾
211.023.096.000|211.023.096.255|台湾
211.032.000.000|211.051.031.255|韩国
211.051.032.000|211.051.032.255|南韩
211.052.209.000|211.052.209.255|上海
211.064.000.000|211.064.255.255|教育网山东
211.065.000.000|211.065.255.255|教育网江苏
211.066.000.000|211.066.255.255|教育网广东
211.068.000.000|211.068.127.255|教育网北京
211.068.128.000|211.068.175.255|教育网河北
211.068.192.000|211.068.255.255|教育网天津
211.069.000.000|211.069.015.255|教育网河南
211.069.072.000|211.069.119.255|教育网湖南
211.069.128.000|211.069.143.255|教育网湖北
211.064.000.000|211.069.255.255|中国教育网
211.070.000.000|211.070.255.255|江苏
211.071.016.000|211.071.031.255|北京
211.072.000.000|211.075.255.255|台湾
211.080.037.000|211.080.043.255|教育网上海
