202.000.000.000|202.000.015.255|大洋洲
202.000.016.000|202.000.031.255|菲律宾
202.000.032.000|202.000.064.255|大洋洲
202.000.065.000|202.000.066.255|日本
202.000.067.000|202.000.070.255|澳大利亚
202.000.071.000|202.000.071.255|新加坡
202.000.072.000|202.000.073.255|日本
202.000.074.000|202.000.075.255|澳大利亚
202.000.076.000|202.000.076.255|日本
202.000.077.000|202.000.078.255|香港
202.000.079.000|202.000.079.255|泰国
202.000.080.000|202.000.080.255|巴布亚新几内亚
202.000.081.000|202.000.081.255|印度尼西亚
202.000.082.000|202.000.092.255|大洋洲
202.000.093.000|202.000.093.255|日本
202.000.094.000|202.000.094.255|马来西亚
202.000.095.000|202.000.099.255|大洋洲
202.000.100.000|202.000.100.255|香港
202.000.101.000|202.000.102.255|澳大利亚
202.000.103.000|202.000.103.255|印度尼西亚
202.000.104.000|202.000.104.255|香港
202.000.105.000|202.000.109.255|澳大利亚
202.000.110.000|202.000.110.255|中国
202.000.111.000|202.000.111.255|泰国
202.000.112.000|202.000.112.255|香港
202.000.113.000|202.000.115.255|澳大利亚
202.000.116.000|202.000.116.255|印度尼西亚
202.000.117.000|202.000.120.255|泰国
202.000.121.000|202.000.121.255|新西兰
202.000.122.000|202.000.123.255|香港
202.000.124.000|202.000.125.255|新西兰
202.000.127.000|202.000.127.255|新加坡
202.000.128.000|202.000.147.255|香港
202.000.148.000|202.000.148.255|澳大利亚
202.000.149.000|202.000.150.255|新加坡
202.000.151.000|202.000.151.255|新西兰
202.000.152.000|202.000.152.255|新加坡
202.000.153.000|202.000.154.255|大洋洲
202.000.156.000|202.000.159.255|新喀里多尼亚
202.000.160.000|202.000.183.255|香港
202.000.188.000|202.000.255.255|美国
202.001.000.000|202.001.004.255|澳大利亚
202.001.006.000|202.001.007.255|香港
202.001.008.000|202.001.031.255|大洋洲
202.001.032.000|202.001.063.255|巴布亚新几内亚
202.001.064.000|202.001.159.255|新加坡
202.001.160.000|202.001.191.255|所罗门群岛
202.001.192.000|202.001.223.255|马尔代夫
202.001.224.000|202.001.231.255|澳大利亚
202.001.240.000|202.001.255.255|巴布亚新几内亚
202.002.000.000|202.002.031.255|大洋洲
202.002.032.000|202.002.051.255|香港
202.002.052.000|202.002.055.255|台湾
202.002.064.000|202.002.095.255|香港
202.002.128.000|202.002.255.255|APNIC
202.003.000.000|202.003.031.255|大洋洲
202.003.096.000|202.003.127.255|印度尼西亚
202.003.128.000|202.003.255.255|玻利尼西亚
202.004.000.000|202.004.015.255|菲律宾
202.004.016.000|202.004.024.255|新西兰
202.004.032.000|202.004.063.255|西萨摩亚
202.004.096.000|202.004.127.255|孟加拉国
202.004.128.000|202.004.159.255|教育网北京
202.004.159.000|202.004.223.255|香港
202.004.224.000|202.004.255.255|北京
202.005.000.000|202.005.031.255|澳大利亚
202.005.032.000|202.005.063.255|孟加拉国
202.005.096.000|202.005.127.255|澳大利亚
202.005.128.000|202.005.159.255|巴基斯坦
202.005.224.000|202.005.255.255|台湾
202.006.003.000|202.006.087.255|大洋洲
202.006.088.000|202.006.089.255|APNIC
202.006.090.000|202.006.090.255|泰国
202.006.091.000|202.006.093.255|大洋洲
202.006.095.000|202.006.095.255|南朝鲜
202.006.098.000|202.006.098.255|日本
202.006.100.000|202.006.101.255|泰国
202.006.102.000|202.006.102.255|新加坡
202.006.103.000|202.006.103.255|日本
202.006.106.000|202.006.106.255|澳大利亚
202.006.107.000|202.006.107.255|泰国
202.006.108.000|202.006.110.255|大洋洲
202.006.111.000|202.006.111.255|泰国
202.006.112.000|202.007.063.255|大洋洲
202.007.128.000|202.007.159.255|香港
202.007.224.000|202.008.039.255|大洋洲
202.008.064.000|202.008.075.255|泰国
202.008.094.000|202.008.095.255|新加坡
202.008.096.000|202.008.127.255|澳大利亚
202.008.128.000|202.008.159.255|APNIC
202.008.224.000|202.008.255.255|菲律宾
202.009.000.000|202.009.015.255|澳大利亚
202.009.064.000|202.009.095.255|马来西亚
202.009.128.000|202.009.159.255|印度
202.009.224.000|202.012.003.255|大洋洲
202.012.004.000|202.012.007.255|香港
202.012.008.000|202.012.015.255|日本
202.012.017.000|202.012.018.255|菲律宾
202.012.019.000|202.012.021.255|APNIC
202.012.022.000|202.012.025.255|澳大利亚
202.012.026.000|202.012.026.255|文莱
202.012.027.000|202.012.031.255|APNIC
202.012.032.000|202.012.072.255|大洋洲
202.012.073.000|202.012.074.255|泰国
202.012.075.000|202.012.093.255|大洋洲
202.012.094.000|202.012.095.255|新加坡
202.012.096.000|202.012.096.255|新西兰
202.012.097.000|202.012.097.255|泰国
202.012.098.000|202.012.115.255|大洋洲
202.012.116.000|202.012.116.255|泰国
202.012.119.000|202.012.242.255|大洋洲
202.013.000.000|202.013.254.255|日本
202.014.000.000|202.014.007.255|澳大利亚
202.014.008.000|202.014.015.255|台湾
202.014.016.000|202.014.066.255|大洋洲
202.014.067.000|202.014.068.255|香港
202.014.073.000|202.014.079.255|大洋洲
202.014.080.000|202.014.080.255|香港
202.014.081.000|202.014.084.255|大洋洲
202.014.088.000|202.014.088.255|教育网北京
202.014.089.000|202.014.089.255|澳大利亚
202.014.090.000|202.014.094.255|泰国
202.014.095.000|202.014.161.255|大洋洲
202.014.162.000|202.014.164.255|泰国
202.014.165.000|202.014.165.255|南朝鲜
202.014.166.000|202.014.221.255|大洋洲
202.014.222.000|202.014.222.255|香港
202.014.223.000|202.014.234.255|大洋洲
202.014.235.000|202.014.238.255|中国
202.014.239.000|202.014.254.255|大洋洲
202.015.000.000|202.019.255.255|日本
202.020.000.000|202.020.065.255|大洋洲
202.020.066.000|202.020.066.255|香港
202.020.067.000|202.020.068.255|泰国
202.020.069.000|202.020.081.255|大洋洲
202.020.082.000|202.020.086.255|南朝鲜
202.020.087.000|202.020.087.255|泰国
202.020.088.000|202.020.089.255|香港
202.020.090.000|202.020.090.255|日本
202.020.091.000|202.020.093.255|新西兰
202.020.094.000|202.020.095.255|香港
202.020.096.000|202.020.097.255|新西兰
202.020.098.000|202.020.098.255|香港
202.020.099.000|202.020.099.255|南朝鲜
202.020.100.000|202.020.101.255|香港
202.020.102.000|202.020.104.255|新西兰
202.020.105.000|202.020.105.255|泰国
202.020.106.000|202.020.109.255|印度尼西亚
202.020.110.000|202.020.110.255|日本
202.020.111.000|202.020.111.255|香港
202.020.112.000|202.020.112.255|关岛
202.020.113.000|202.020.113.255|新西兰
202.020.114.000|202.020.116.255|新加坡
202.020.117.000|202.020.118.255|香港
202.020.119.000|202.020.119.255|南朝鲜
202.020.120.000|202.020.120.255|北京
202.020.121.000|202.020.122.255|新西兰
202.020.123.000|202.020.124.255|日本
202.020.125.000|202.020.127.255|香港
202.020.128.000|202.021.007.255|南朝鲜
202.021.008.000|202.021.111.255|大洋洲
202.021.112.000|202.021.127.255|日本
202.021.128.000|202.021.128.255|香港
202.021.130.000|202.021.133.255|新西兰
202.021.134.000|202.021.135.255|泰国
202.021.138.000|202.021.139.255|新西兰
202.021.140.000|202.021.140.255|泰国
202.021.141.000|202.021.143.255|新西兰
202.021.144.000|202.021.144.255|泰国
202.021.145.000|202.021.146.255|新加坡
202.021.147.000|202.021.147.255|印度
202.021.148.000|202.021.148.255|马来西亚
202.021.149.000|202.021.149.255|泰国
202.021.150.000|202.021.153.255|日本
202.021.154.000|202.021.154.255|新加坡
202.021.155.000|202.021.157.255|新西兰
202.021.192.000|202.021.255.255|新加坡
202.022.000.000|202.022.007.255|新西兰
202.022.008.000|202.022.015.255|泰国
202.022.016.000|202.022.031.255|新西兰
202.022.064.000|202.022.127.255|日本
202.022.128.000|202.022.159.255|新喀里多尼亚
202.022.224.000|202.022.255.255|上海
202.023.000.000|202.026.255.255|日本
202.027.000.000|202.027.015.255|新西兰
202.027.016.000|202.027.031.255|新加坡
202.027.032.000|202.027.255.255|新西兰
202.028.000.000|202.029.255.255|泰国
202.030.000.000|202.031.255.255|南朝鲜
202.032.000.000|202.035.255.255|日本
202.036.000.000|202.037.255.255|新西兰
202.038.000.000|202.038.001.255|教育网上海
202.038.002.000|202.038.003.255|教育网江苏
202.038.004.000|202.038.007.255|上海
202.038.008.000|202.038.047.255|北京
202.038.064.000|202.038.096.255|教育网安徽
202.038.126.000|202.038.127.255|北京
202.038.096.000|202.038.127.255|中国教育网
202.038.128.000|202.038.129.255|北京
202.038.130.000|202.038.131.255|教育网云南
202.038.132.000|202.038.134.255|上海
202.038.135.000|202.038.135.255|教育网上海
202.038.136.000|202.038.138.255|北京
202.038.140.000|202.038.141.255|教育网广东
202.038.142.000|202.038.142.255|教育网北京
202.038.143.000|202.038.143.255|教育网江苏
202.038.146.000|202.038.161.255|北京
202.038.164.000|202.038.167.255|吉林
202.038.000.000|202.038.255.255|中国
202.038.168.000|202.038.170.255|北京
202.038.171.000|202.038.172.255|广东
202.038.173.000|202.038.173.255|辽宁
202.038.174.000|202.038.176.255|北京
202.038.192.000|202.038.255.255|广东
202.039.000.000|202.039.255.255|台湾
202.040.000.000|202.040.255.255|香港
202.041.000.000|202.041.255.255|印度
202.042.000.000|202.042.255.255|新加坡
202.043.000.000|202.043.031.255|阿联酋
202.043.032.000|202.043.063.255|印度
202.043.064.000|202.043.095.255|台湾
202.043.128.000|202.043.159.255|菲律宾
202.043.224.000|202.043.255.255|印度尼西亚
202.044.000.000|202.044.255.255|泰国
202.045.000.000|202.045.255.255|香港
202.046.000.000|202.046.031.255|印度尼西亚
202.046.032.000|202.046.063.255|澳大利亚
202.046.064.000|202.046.255.255|印度尼西亚
202.047.000.000|202.047.031.255|菲律宾
202.047.032.000|202.047.063.255|澳大利亚
202.047.096.000|202.047.141.255|菲律宾
202.047.248.000|202.047.255.255|泰国
202.048.000.000|202.048.255.255|日本
202.049.000.000|202.050.255.255|新西兰
202.051.000.000|202.051.031.255|尼泊尔
202.051.032.000|202.051.063.255|印度
202.051.128.000|202.051.159.255|斯里兰卡
202.051.192.000|202.051.255.255|印度尼西亚
202.052.000.000|202.052.031.255|尼泊尔
202.052.064.000|202.052.127.255|台湾
202.052.128.000|202.052.159.255|香港
202.052.224.000|202.053.031.255|尼泊尔
202.053.032.000|202.053.063.255|澳大利亚
202.053.128.000|202.053.159.255|香港
202.053.224.000|202.053.255.255|印度尼西亚
202.054.000.000|202.056.031.255|印度
202.056.096.000|202.056.127.255|菲律宾
202.056.224.000|202.057.031.255|印度
202.057.032.000|202.057.127.255|菲律宾
202.057.128.000|202.057.159.255|泰国
202.057.224.000|202.057.255.255|香港
202.058.000.000|202.058.031.255|老挝
202.058.096.000|202.058.127.255|菲律宾
202.058.128.000|202.058.159.255|巴布亚新几内亚
202.058.224.000|202.058.255.255|菲律宾
202.059.000.000|202.059.031.255|汤加
202.059.032.000|202.059.063.255|澳大利亚
202.059.128.000|202.059.159.255|菲律宾
202.059.224.000|202.059.255.255|泰国
202.060.000.000|202.060.031.255|毛里求斯
202.060.064.000|202.060.095.255|台湾
202.060.128.000|202.060.159.255|印度
202.060.224.000|202.060.255.255|香港
202.061.000.000|202.061.031.255|巴布亚新几内亚
202.061.032.000|202.061.063.255|台湾
202.061.064.000|202.061.095.255|菲律宾
202.061.192.000|202.061.255.255|澳大利亚
202.062.000.000|202.062.127.255|斐济
202.062.128.000|202.062.159.255|澳大利亚
202.062.224.000|202.062.255.255|斐济
202.063.000.000|202.063.031.255|香港
202.063.096.000|202.063.127.255|印度
202.063.128.000|202.063.159.255|香港
202.063.224.000|202.063.255.255|所罗门群岛
202.064.000.000|202.065.031.255|香港
202.065.064.000|202.065.095.255|澳大利亚
202.065.128.000|202.065.159.255|印度
202.065.224.000|202.074.031.255|香港
202.074.032.000|202.074.063.255|泰国
202.074.128.000|202.074.159.255|澳大利亚
202.074.224.000|202.075.095.255|香港
202.075.128.000|202.075.159.255|马来西亚
202.075.224.000|202.076.127.255|香港
202.076.128.000|202.076.159.255|澳大利亚
202.076.224.000|202.078.031.255|香港
202.078.064.000|202.078.095.255|菲律宾
202.078.128.000|202.078.159.255|新西兰
202.078.224.000|202.079.031.255|香港
202.079.032.000|202.079.063.255|尼泊尔
202.079.128.000|202.079.159.255|菲律宾
202.079.224.000|202.080.031.255|香港
202.080.064.000|202.080.095.255|澳大利亚
202.080.128.000|202.080.159.255|台湾
202.080.224.000|202.080.255.255|泰国
202.081.000.000|202.089.255.255|香港
202.090.000.000|202.090.007.255|广东
202.091.000.000|202.091.131.255|北京
202.092.000.000|202.092.003.255|江苏
202.092.252.000|202.092.255.255|北京
202.093.000.000|202.093.003.255|广东
202.093.110.000|202.093.110.255|辽宁
202.093.252.000|202.093.255.255|北京
202.094.000.000|202.094.031.255|中网
202.095.000.000|202.095.003.255|东方环讯
202.095.001.000|202.095.001.255|四川
202.095.002.000|202.095.003.255|上海
202.095.252.000|202.095.255.255|中国
202.096.000.000|202.096.051.255|北京
202.096.064.000|202.096.095.255|辽宁
202.096.096.000|202.096.127.255|浙江
202.096.128.000|202.096.191.255|广东
202.096.192.000|202.096.255.255|上海
202.097.026.000|202.097.028.255|北京
202.097.030.000|202.097.030.255|陕西
202.097.128.000|202.097.159.255|山西
202.097.160.000|202.097.191.255|辽宁
202.097.192.000|202.097.255.255|黑龙江
202.098.000.000|202.098.031.255|吉林
